Node name, sub deadline ratio, DSP, Shared mem, Const mem, data mem
read_w2_z_97_1x128, 0.42, None, None, 5, None, None
multiply_488, 0.37, 2, None, None, None, None
add_621, 0.34, 2, None, None, None, None
read_hidden_1_1x1_98, 0.22, None, 3, None, None, None
read_w2_z_98_1x128, 0.31, None, None, 5, None, None
multiply_489, 0.45, 2, None, None, None, None
add_622, 0.47, 2, None, None, None, None
read_hidden_1_1x1_99, 0.21, None, 3, None, None, None
read_w2_z_99_1x128, 0.40, None, None, 5, None, None
multiply_490, 0.25, 2, None, None, None, None
add_623, 0.13, 2, None, None, None, None
read_hidden_1_1x1_100, 0.29, None, 3, None, None, None
read_w2_z_100_1x128, 0.24, None, None, 5, None, None
multiply_491, 0.20, 2, None, None, None, None
add_624, 0.40, 2, None, None, None, None
read_hidden_1_1x1_101, 0.22, None, 3, None, None, None
read_w2_z_101_1x128, 0.43, None, None, 5, None, None
multiply_492, 0.33, 2, None, None, None, None
add_625, 0.35, 2, None, None, None, None
read_hidden_1_1x1_102, 0.24, None, 3, None, None, None
read_w2_z_102_1x128, 0.36, None, None, 5, None, None
multiply_493, 0.25, 2, None, None, None, None
add_626, 0.50, 2, None, None, None, None
read_hidden_1_1x1_103, 0.29, None, 3, None, None, None
read_w2_z_103_1x128, 0.24, None, None, 5, None, None
multiply_494, 0.13, 2, None, None, None, None
add_627, 0.47, 2, None, None, None, None
read_hidden_1_1x1_104, 0.42, None, 3, None, None, None
read_w2_z_104_1x128, 0.23, None, None, 5, None, None
multiply_495, 0.18, 2, None, None, None, None
add_628, 0.21, 2, None, None, None, None
read_hidden_1_1x1_105, 0.26, None, 3, None, None, None
read_w2_z_105_1x128, 0.49, None, None, 5, None, None
multiply_496, 0.20, 2, None, None, None, None
add_629, 0.20, 2, None, None, None, None
read_hidden_1_1x1_106, 0.27, None, 3, None, None, None
read_w2_z_106_1x128, 0.37, None, None, 5, None, None
multiply_497, 0.41, 2, None, None, None, None
add_630, 0.32, 2, None, None, None, None
read_hidden_1_1x1_107, 0.12, None, 3, None, None, None
read_w2_z_107_1x128, 0.42, None, None, 5, None, None
multiply_498, 0.42, 2, None, None, None, None
add_631, 0.28, 2, None, None, None, None
read_hidden_1_1x1_108, 0.16, None, 3, None, None, None
read_w2_z_108_1x128, 0.24, None, None, 5, None, None
multiply_499, 0.17, 2, None, None, None, None
add_632, 0.31, 2, None, None, None, None
read_hidden_1_1x1_109, 0.39, None, 3, None, None, None
read_w2_z_109_1x128, 0.45, None, None, 5, None, None
multiply_500, 0.19, 2, None, None, None, None
add_633, 0.22, 2, None, None, None, None
read_hidden_1_1x1_110, 0.45, None, 3, None, None, None
read_w2_z_110_1x128, 0.25, None, None, 5, None, None
multiply_501, 0.11, 2, None, None, None, None
add_634, 0.23, 2, None, None, None, None
read_hidden_1_1x1_111, 0.40, None, 3, None, None, None
read_w2_z_111_1x128, 0.41, None, None, 5, None, None
multiply_502, 0.41, 2, None, None, None, None
add_635, 0.31, 2, None, None, None, None
read_hidden_1_1x1_112, 0.39, None, 3, None, None, None
read_w2_z_112_1x128, 0.23, None, None, 5, None, None
multiply_503, 0.43, 2, None, None, None, None
add_636, 0.46, 2, None, None, None, None
read_hidden_1_1x1_113, 0.17, None, 3, None, None, None
read_w2_z_113_1x128, 0.26, None, None, 5, None, None
multiply_504, 0.33, 2, None, None, None, None
add_637, 0.27, 2, None, None, None, None
read_hidden_1_1x1_114, 0.44, None, 3, None, None, None
read_w2_z_114_1x128, 0.46, None, None, 5, None, None
multiply_505, 0.48, 2, None, None, None, None
add_638, 0.25, 2, None, None, None, None
read_hidden_1_1x1_115, 0.35, None, 3, None, None, None
read_w2_z_115_1x128, 0.47, None, None, 5, None, None
multiply_506, 0.47, 2, None, None, None, None
add_639, 0.29, 2, None, None, None, None
read_hidden_1_1x1_116, 0.50, None, 3, None, None, None
read_w2_z_116_1x128, 0.40, None, None, 5, None, None
multiply_507, 0.36, 2, None, None, None, None
add_640, 0.33, 2, None, None, None, None
read_hidden_1_1x1_117, 0.42, None, 3, None, None, None
read_w2_z_117_1x128, 0.38, None, None, 5, None, None
multiply_508, 0.27, 2, None, None, None, None
add_641, 0.16, 2, None, None, None, None
read_hidden_1_1x1_118, 0.23, None, 3, None, None, None
read_w2_z_118_1x128, 0.28, None, None, 5, None, None
multiply_509, 0.30, 2, None, None, None, None
add_642, 0.42, 2, None, None, None, None
read_hidden_1_1x1_119, 0.50, None, 3, None, None, None
read_w2_z_119_1x128, 0.10, None, None, 5, None, None
multiply_510, 0.18, 2, None, None, None, None
add_643, 0.21, 2, None, None, None, None
read_hidden_1_1x1_120, 0.10, None, 3, None, None, None
read_w2_z_120_1x128, 0.31, None, None, 5, None, None
multiply_511, 0.30, 2, None, None, None, None
add_644, 0.44, 2, None, None, None, None
read_hidden_1_1x1_121, 0.48, None, 3, None, None, None
read_w2_z_121_1x128, 0.25, None, None, 5, None, None
multiply_512, 0.36, 2, None, None, None, None
add_645, 0.29, 2, None, None, None, None
read_hidden_1_1x1_122, 0.13, None, 3, None, None, None
read_w2_z_122_1x128, 0.17, None, None, 5, None, None
multiply_513, 0.40, 2, None, None, None, None
add_646, 0.12, 2, None, None, None, None
read_hidden_1_1x1_123, 0.21, None, 3, None, None, None
read_w2_z_123_1x128, 0.30, None, None, 5, None, None
multiply_514, 0.22, 2, None, None, None, None
add_647, 0.39, 2, None, None, None, None
read_hidden_1_1x1_124, 0.36, None, 3, None, None, None
read_w2_z_124_1x128, 0.32, None, None, 5, None, None
multiply_515, 0.20, 2, None, None, None, None
add_648, 0.22, 2, None, None, None, None
read_hidden_1_1x1_125, 0.14, None, 3, None, None, None
read_w2_z_125_1x128, 0.17, None, None, 5, None, None
multiply_516, 0.24, 2, None, None, None, None
add_649, 0.39, 2, None, None, None, None
read_hidden_1_1x1_126, 0.47, None, 3, None, None, None
read_w2_z_126_1x128, 0.22, None, None, 5, None, None
multiply_517, 0.34, 2, None, None, None, None
add_650, 0.12, 2, None, None, None, None
read_hidden_1_1x1_127, 0.40, None, 3, None, None, None
read_w2_z_127_1x128, 0.50, None, None, 5, None, None
multiply_518, 0.41, 2, None, None, None, None
add_651, 0.27, 2, None, None, None, None
read_u2_z_0_1x128, 0.35, None, None, 5, None, None
multiply_519, 0.47, 2, None, None, None, None
add_652, 0.43, 2, None, None, None, None
read_u2_z_1_1x128, 0.28, None, None, 5, None, None
multiply_520, 0.12, 2, None, None, None, None
add_653, 0.36, 2, None, None, None, None
read_u2_z_2_1x128, 0.44, None, None, 5, None, None
multiply_521, 0.13, 2, None, None, None, None
add_654, 0.43, 2, None, None, None, None
read_u2_z_3_1x128, 0.37, None, None, 5, None, None
multiply_522, 0.45, 2, None, None, None, None
add_655, 0.35, 2, None, None, None, None
read_u2_z_4_1x128, 0.42, None, None, 5, None, None
multiply_523, 0.38, 2, None, None, None, None
add_656, 0.36, 2, None, None, None, None
read_u2_z_5_1x128, 0.45, None, None, 5, None, None
multiply_524, 0.45, 2, None, None, None, None
add_657, 0.33, 2, None, None, None, None
read_u2_z_6_1x128, 0.32, None, None, 5, None, None
multiply_525, 0.39, 2, None, None, None, None
add_658, 0.14, 2, None, None, None, None
read_u2_z_7_1x128, 0.46, None, None, 5, None, None
multiply_526, 0.36, 2, None, None, None, None
add_659, 0.47, 2, None, None, None, None
read_u2_z_8_1x128, 0.14, None, None, 5, None, None
multiply_527, 0.12, 2, None, None, None, None
add_660, 0.27, 2, None, None, None, None
read_u2_z_9_1x128, 0.38, None, None, 5, None, None
multiply_528, 0.50, 2, None, None, None, None
add_661, 0.14, 2, None, None, None, None
read_u2_z_10_1x128, 0.15, None, None, 5, None, None
multiply_529, 0.29, 2, None, None, None, None
add_662, 0.11, 2, None, None, None, None
read_u2_z_11_1x128, 0.27, None, None, 5, None, None
multiply_530, 0.21, 2, None, None, None, None
add_663, 0.36, 2, None, None, None, None
read_u2_z_12_1x128, 0.25, None, None, 5, None, None
multiply_531, 0.18, 2, None, None, None, None
add_664, 0.19, 2, None, None, None, None
read_u2_z_13_1x128, 0.43, None, None, 5, None, None
multiply_532, 0.31, 2, None, None, None, None
add_665, 0.25, 2, None, None, None, None
read_u2_z_14_1x128, 0.44, None, None, 5, None, None
multiply_533, 0.12, 2, None, None, None, None
add_666, 0.45, 2, None, None, None, None
read_u2_z_15_1x128, 0.35, None, None, 5, None, None
multiply_534, 0.19, 2, None, None, None, None
add_667, 0.36, 2, None, None, None, None
read_u2_z_16_1x128, 0.48, None, None, 5, None, None
multiply_535, 0.45, 2, None, None, None, None
add_668, 0.13, 2, None, None, None, None
read_u2_z_17_1x128, 0.46, None, None, 5, None, None
multiply_536, 0.17, 2, None, None, None, None
add_669, 0.23, 2, None, None, None, None
read_u2_z_18_1x128, 0.30, None, None, 5, None, None
multiply_537, 0.14, 2, None, None, None, None
add_670, 0.25, 2, None, None, None, None
read_u2_z_19_1x128, 0.49, None, None, 5, None, None
multiply_538, 0.42, 2, None, None, None, None
add_671, 0.10, 2, None, None, None, None
read_u2_z_20_1x128, 0.19, None, None, 5, None, None
multiply_539, 0.49, 2, None, None, None, None
add_672, 0.48, 2, None, None, None, None
read_u2_z_21_1x128, 0.29, None, None, 5, None, None
multiply_540, 0.48, 2, None, None, None, None
add_673, 0.13, 2, None, None, None, None
read_u2_z_22_1x128, 0.38, None, None, 5, None, None
multiply_541, 0.22, 2, None, None, None, None
add_674, 0.42, 2, None, None, None, None
read_u2_z_23_1x128, 0.38, None, None, 5, None, None
multiply_542, 0.27, 2, None, None, None, None
add_675, 0.49, 2, None, None, None, None
read_u2_z_24_1x128, 0.43, None, None, 5, None, None
multiply_543, 0.50, 2, None, None, None, None
add_676, 0.15, 2, None, None, None, None
read_u2_z_25_1x128, 0.23, None, None, 5, None, None
multiply_544, 0.10, 2, None, None, None, None
add_677, 0.36, 2, None, None, None, None
read_u2_z_26_1x128, 0.21, None, None, 5, None, None
multiply_545, 0.32, 2, None, None, None, None
add_678, 0.30, 2, None, None, None, None
read_u2_z_27_1x128, 0.10, None, None, 5, None, None
multiply_546, 0.45, 2, None, None, None, None
add_679, 0.48, 2, None, None, None, None
read_u2_z_28_1x128, 0.49, None, None, 5, None, None
multiply_547, 0.29, 2, None, None, None, None
add_680, 0.44, 2, None, None, None, None
read_u2_z_29_1x128, 0.39, None, None, 5, None, None
multiply_548, 0.37, 2, None, None, None, None
add_681, 0.27, 2, None, None, None, None
read_u2_z_30_1x128, 0.41, None, None, 5, None, None
multiply_549, 0.21, 2, None, None, None, None
add_682, 0.15, 2, None, None, None, None
read_u2_z_31_1x128, 0.19, None, None, 5, None, None
multiply_550, 0.32, 2, None, None, None, None
add_683, 0.48, 2, None, None, None, None
read_u2_z_32_1x128, 0.11, None, None, 5, None, None
multiply_551, 0.23, 2, None, None, None, None
add_684, 0.12, 2, None, None, None, None
read_u2_z_33_1x128, 0.29, None, None, 5, None, None
multiply_552, 0.28, 2, None, None, None, None
add_685, 0.29, 2, None, None, None, None
read_u2_z_34_1x128, 0.40, None, None, 5, None, None
multiply_553, 0.31, 2, None, None, None, None
add_686, 0.32, 2, None, None, None, None
read_u2_z_35_1x128, 0.21, None, None, 5, None, None
multiply_554, 0.45, 2, None, None, None, None
add_687, 0.41, 2, None, None, None, None
read_u2_z_36_1x128, 0.32, None, None, 5, None, None
multiply_555, 0.23, 2, None, None, None, None
add_688, 0.27, 2, None, None, None, None
read_u2_z_37_1x128, 0.20, None, None, 5, None, None
multiply_556, 0.20, 2, None, None, None, None
add_689, 0.41, 2, None, None, None, None
read_u2_z_38_1x128, 0.35, None, None, 5, None, None
multiply_557, 0.11, 2, None, None, None, None
add_690, 0.14, 2, None, None, None, None
read_u2_z_39_1x128, 0.30, None, None, 5, None, None
multiply_558, 0.18, 2, None, None, None, None
add_691, 0.21, 2, None, None, None, None
read_u2_z_40_1x128, 0.23, None, None, 5, None, None
multiply_559, 0.32, 2, None, None, None, None
add_692, 0.48, 2, None, None, None, None
read_u2_z_41_1x128, 0.33, None, None, 5, None, None
multiply_560, 0.20, 2, None, None, None, None
add_693, 0.22, 2, None, None, None, None
read_u2_z_42_1x128, 0.36, None, None, 5, None, None
multiply_561, 0.48, 2, None, None, None, None
add_694, 0.43, 2, None, None, None, None
read_u2_z_43_1x128, 0.17, None, None, 5, None, None
multiply_562, 0.33, 2, None, None, None, None
add_695, 0.33, 2, None, None, None, None
read_u2_z_44_1x128, 0.41, None, None, 5, None, None
multiply_563, 0.22, 2, None, None, None, None
add_696, 0.34, 2, None, None, None, None
read_u2_z_45_1x128, 0.43, None, None, 5, None, None
multiply_564, 0.18, 2, None, None, None, None
add_697, 0.28, 2, None, None, None, None
read_u2_z_46_1x128, 0.33, None, None, 5, None, None
multiply_565, 0.32, 2, None, None, None, None
add_698, 0.17, 2, None, None, None, None
read_u2_z_47_1x128, 0.37, None, None, 5, None, None
multiply_566, 0.22, 2, None, None, None, None
add_699, 0.49, 2, None, None, None, None
read_u2_z_48_1x128, 0.27, None, None, 5, None, None
multiply_567, 0.19, 2, None, None, None, None
add_700, 0.48, 2, None, None, None, None
read_u2_z_49_1x128, 0.43, None, None, 5, None, None
multiply_568, 0.37, 2, None, None, None, None
add_701, 0.12, 2, None, None, None, None
read_u2_z_50_1x128, 0.28, None, None, 5, None, None
multiply_569, 0.17, 2, None, None, None, None
add_702, 0.29, 2, None, None, None, None
read_u2_z_51_1x128, 0.35, None, None, 5, None, None
multiply_570, 0.13, 2, None, None, None, None
add_703, 0.44, 2, None, None, None, None
read_u2_z_52_1x128, 0.21, None, None, 5, None, None
multiply_571, 0.24, 2, None, None, None, None
add_704, 0.37, 2, None, None, None, None
read_u2_z_53_1x128, 0.10, None, None, 5, None, None
multiply_572, 0.21, 2, None, None, None, None
add_705, 0.21, 2, None, None, None, None
read_u2_z_54_1x128, 0.37, None, None, 5, None, None
multiply_573, 0.47, 2, None, None, None, None
add_706, 0.12, 2, None, None, None, None
read_u2_z_55_1x128, 0.22, None, None, 5, None, None
multiply_574, 0.49, 2, None, None, None, None
add_707, 0.17, 2, None, None, None, None
read_u2_z_56_1x128, 0.26, None, None, 5, None, None
multiply_575, 0.34, 2, None, None, None, None
add_708, 0.13, 2, None, None, None, None
read_u2_z_57_1x128, 0.41, None, None, 5, None, None
multiply_576, 0.23, 2, None, None, None, None
add_709, 0.11, 2, None, None, None, None
read_u2_z_58_1x128, 0.14, None, None, 5, None, None
multiply_577, 0.26, 2, None, None, None, None
add_710, 0.37, 2, None, None, None, None
read_u2_z_59_1x128, 0.16, None, None, 5, None, None
multiply_578, 0.16, 2, None, None, None, None
add_711, 0.45, 2, None, None, None, None
read_u2_z_60_1x128, 0.15, None, None, 5, None, None
multiply_579, 0.29, 2, None, None, None, None
add_712, 0.11, 2, None, None, None, None
read_u2_z_61_1x128, 0.45, None, None, 5, None, None
multiply_580, 0.42, 2, None, None, None, None
add_713, 0.29, 2, None, None, None, None
read_u2_z_62_1x128, 0.19, None, None, 5, None, None
multiply_581, 0.20, 2, None, None, None, None
add_714, 0.30, 2, None, None, None, None
read_u2_z_63_1x128, 0.28, None, None, 5, None, None
multiply_582, 0.19, 2, None, None, None, None
add_715, 0.42, 2, None, None, None, None
read_u2_z_64_1x128, 0.47, None, None, 5, None, None
multiply_583, 0.23, 2, None, None, None, None
add_716, 0.47, 2, None, None, None, None
read_u2_z_65_1x128, 0.20, None, None, 5, None, None
multiply_584, 0.26, 2, None, None, None, None
add_717, 0.39, 2, None, None, None, None
read_u2_z_66_1x128, 0.32, None, None, 5, None, None
multiply_585, 0.35, 2, None, None, None, None
add_718, 0.28, 2, None, None, None, None
read_u2_z_67_1x128, 0.20, None, None, 5, None, None
multiply_586, 0.28, 2, None, None, None, None
add_719, 0.23, 2, None, None, None, None
read_u2_z_68_1x128, 0.17, None, None, 5, None, None
multiply_587, 0.10, 2, None, None, None, None
add_720, 0.43, 2, None, None, None, None
read_u2_z_69_1x128, 0.32, None, None, 5, None, None
multiply_588, 0.38, 2, None, None, None, None
add_721, 0.31, 2, None, None, None, None
read_u2_z_70_1x128, 0.45, None, None, 5, None, None
multiply_589, 0.24, 2, None, None, None, None
add_722, 0.13, 2, None, None, None, None
read_u2_z_71_1x128, 0.31, None, None, 5, None, None
multiply_590, 0.18, 2, None, None, None, None
add_723, 0.22, 2, None, None, None, None
read_u2_z_72_1x128, 0.28, None, None, 5, None, None
multiply_591, 0.16, 2, None, None, None, None
add_724, 0.39, 2, None, None, None, None
read_u2_z_73_1x128, 0.27, None, None, 5, None, None
multiply_592, 0.14, 2, None, None, None, None
add_725, 0.31, 2, None, None, None, None
read_u2_z_74_1x128, 0.45, None, None, 5, None, None
multiply_593, 0.44, 2, None, None, None, None
add_726, 0.21, 2, None, None, None, None
read_u2_z_75_1x128, 0.19, None, None, 5, None, None
multiply_594, 0.47, 2, None, None, None, None
add_727, 0.45, 2, None, None, None, None
read_u2_z_76_1x128, 0.37, None, None, 5, None, None
multiply_595, 0.27, 2, None, None, None, None
add_728, 0.24, 2, None, None, None, None
read_u2_z_77_1x128, 0.12, None, None, 5, None, None
multiply_596, 0.47, 2, None, None, None, None
add_729, 0.31, 2, None, None, None, None
read_u2_z_78_1x128, 0.26, None, None, 5, None, None
multiply_597, 0.16, 2, None, None, None, None
add_730, 0.48, 2, None, None, None, None
read_u2_z_79_1x128, 0.19, None, None, 5, None, None
multiply_598, 0.18, 2, None, None, None, None
add_731, 0.38, 2, None, None, None, None
read_u2_z_80_1x128, 0.15, None, None, 5, None, None
multiply_599, 0.45, 2, None, None, None, None
add_732, 0.15, 2, None, None, None, None
read_u2_z_81_1x128, 0.36, None, None, 5, None, None
multiply_600, 0.45, 2, None, None, None, None
