Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
multiply_100000360,0.21,2,None,None,None
add_100000358,0.38,2,None,None,None
multiply_100000361,0.12,2,None,None,None
add_100000359,0.19,2,None,None,None
multiply_100000362,0.24,2,None,None,None
add_100000360,0.38,2,None,None,None
multiply_100000363,0.33,2,None,None,None
add_100000361,0.12,2,None,None,None
multiply_100000364,0.40,2,None,None,None
add_100000362,0.18,2,None,None,None
multiply_100000365,0.28,2,None,None,None
add_100000363,0.41,2,None,None,None
multiply_100000366,0.22,2,None,None,None
add_100000364,0.40,2,None,None,None
multiply_100000367,0.44,2,None,None,None
add_100000365,0.15,2,None,None,None
multiply_100000368,0.40,2,None,None,None
add_100000366,0.11,2,None,None,None
multiply_100000369,0.20,2,None,None,None
add_100000367,0.45,2,None,None,None
multiply_100000370,0.13,2,None,None,None
add_100000368,0.11,2,None,None,None
multiply_100000371,0.45,2,None,None,None
add_100000369,0.30,2,None,None,None
multiply_100000372,0.14,2,None,None,None
add_100000370,0.27,2,None,None,None
multiply_100000373,0.14,2,None,None,None
add_100000371,0.43,2,None,None,None
multiply_100000374,0.13,2,None,None,None
add_100000372,0.14,2,None,None,None
multiply_100000375,0.44,2,None,None,None
add_100000373,0.15,2,None,None,None
multiply_100000376,0.44,2,None,None,None
add_100000374,0.45,2,None,None,None
multiply_100000377,0.25,2,None,None,None
add_100000375,0.38,2,None,None,None
multiply_100000378,0.21,2,None,None,None
add_100000376,0.48,2,None,None,None
multiply_100000379,0.29,2,None,None,None
add_100000377,0.22,2,None,None,None
multiply_100000380,0.40,2,None,None,None
add_100000378,0.12,2,None,None,None
multiply_100000381,0.38,2,None,None,None
add_100000379,0.38,2,None,None,None
multiply_100000382,0.11,2,None,None,None
add_100000380,0.10,2,None,None,None
multiply_100000383,0.18,2,None,None,None
add_100000381,0.44,2,None,None,None
multiply_100000384,0.21,2,None,None,None
add_100000382,0.16,2,None,None,None
multiply_100000385,0.15,2,None,None,None
add_100000383,0.47,2,None,None,None
multiply_100000386,0.46,2,None,None,None
add_100000384,0.14,2,None,None,None
multiply_100000387,0.22,2,None,None,None
add_100000386,0.12,2,None,None,None
add_100000387,0.23,2,None,None,None
divide_100000001,0.21,8,None,None,None
divide_100000002,0.40,8,None,None,None
multiply_100000388,0.15,2,None,None,None
add_100000519,0.37,2,None,None,None
add_100000520,0.49,2,None,None,None
sinh_cosh_100000003,0.29,14,None,None,None
add_100000521,0.42,2,None,None,None
divide_100000003,0.20,8,None,None,None
sub_100000001,0.26,2,None,None,None
add_100000522,0.17,2,None,None,None
multiply_100000389,0.28,2,None,None,None
multiply_100000390,0.23,2,None,None,None
add_100000523,0.49,2,None,None,None
write_hidden_1_1,0.46,None,3,None,None
read_hidden_1_1x1_1,0.41,None,3,None,None
multiply_100000391,0.27,2,None,None,None
add_100000524,0.46,2,None,None,None
add_100000780,0.21,2,None,None,None
read_hidden_1_1x1_1_1,0.20,None,3,None,None
multiply_100000392,0.23,2,None,None,None
add_100000525,0.24,2,None,None,None
read_hidden_1_1x1_1_2,0.44,None,3,None,None
multiply_100000393,0.13,2,None,None,None
add_100000526,0.40,2,None,None,None
read_hidden_1_1x1_1_3,0.31,None,3,None,None
multiply_100000394,0.44,2,None,None,None
add_100000527,0.21,2,None,None,None
read_hidden_1_1x1_1_4,0.17,None,3,None,None
multiply_100000395,0.46,2,None,None,None
add_100000528,0.29,2,None,None,None
read_hidden_1_1x1_1_5,0.16,None,3,None,None
multiply_100000396,0.23,2,None,None,None
add_100000529,0.38,2,None,None,None
read_hidden_1_1x1_1_6,0.39,None,3,None,None
multiply_100000397,0.27,2,None,None,None
add_100000530,0.18,2,None,None,None
read_hidden_1_1x1_1_7,0.34,None,3,None,None
multiply_100000398,0.47,2,None,None,None
add_100000531,0.17,2,None,None,None
read_hidden_1_1x1_1_8,0.47,None,3,None,None
multiply_100000399,0.34,2,None,None,None
add_100000532,0.28,2,None,None,None
read_hidden_1_1x1_1_9,0.41,None,3,None,None
multiply_100000400,0.17,2,None,None,None
add_100000533,0.30,2,None,None,None
read_hidden_1_1x1_1_10,0.47,None,3,None,None
multiply_100000401,0.43,2,None,None,None
add_100000534,0.19,2,None,None,None
read_hidden_1_1x1_1_11,0.32,None,3,None,None
multiply_100000402,0.25,2,None,None,None
add_100000535,0.35,2,None,None,None
read_hidden_1_1x1_1_12,0.43,None,3,None,None
multiply_100000403,0.37,2,None,None,None
add_100000536,0.18,2,None,None,None
read_hidden_1_1x1_1_13,0.47,None,3,None,None
multiply_100000404,0.17,2,None,None,None
add_100000537,0.13,2,None,None,None
read_hidden_1_1x1_1_14,0.21,None,3,None,None
multiply_100000405,0.27,2,None,None,None
add_100000538,0.13,2,None,None,None
read_hidden_1_1x1_1_15,0.45,None,3,None,None
multiply_100000406,0.19,2,None,None,None
add_100000539,0.37,2,None,None,None
read_hidden_1_1x1_1_16,0.39,None,3,None,None
multiply_100000407,0.34,2,None,None,None
add_100000540,0.11,2,None,None,None
read_hidden_1_1x1_1_17,0.14,None,3,None,None
multiply_100000408,0.31,2,None,None,None
add_100000541,0.44,2,None,None,None
read_hidden_1_1x1_1_18,0.45,None,3,None,None
multiply_100000409,0.40,2,None,None,None
add_100000542,0.42,2,None,None,None
read_hidden_1_1x1_1_19,0.12,None,3,None,None
multiply_100000410,0.42,2,None,None,None
add_100000543,0.43,2,None,None,None
read_hidden_1_1x1_1_20,0.34,None,3,None,None
multiply_100000411,0.32,2,None,None,None
add_100000544,0.17,2,None,None,None
read_hidden_1_1x1_1_21,0.20,None,3,None,None
multiply_100000412,0.31,2,None,None,None
add_100000545,0.36,2,None,None,None
read_hidden_1_1x1_1_22,0.44,None,3,None,None
multiply_100000413,0.10,2,None,None,None
add_100000546,0.24,2,None,None,None
read_hidden_1_1x1_1_23,0.11,None,3,None,None
multiply_100000414,0.29,2,None,None,None
add_100000547,0.34,2,None,None,None
read_hidden_1_1x1_1_24,0.13,None,3,None,None
multiply_100000415,0.46,2,None,None,None
add_100000548,0.44,2,None,None,None
read_hidden_1_1x1_1_25,0.21,None,3,None,None
multiply_100000416,0.16,2,None,None,None
add_100000549,0.15,2,None,None,None
read_hidden_1_1x1_1_26,0.15,None,3,None,None
multiply_100000417,0.20,2,None,None,None
add_100000550,0.39,2,None,None,None
read_hidden_1_1x1_1_27,0.33,None,3,None,None
multiply_100000418,0.38,2,None,None,None
add_100000551,0.25,2,None,None,None
read_hidden_1_1x1_1_28,0.43,None,3,None,None
multiply_100000419,0.25,2,None,None,None
add_100000552,0.14,2,None,None,None
read_hidden_1_1x1_1_29,0.28,None,3,None,None
multiply_100000420,0.35,2,None,None,None
add_100000553,0.45,2,None,None,None
read_hidden_1_1x1_1_30,0.49,None,3,None,None
multiply_100000421,0.40,2,None,None,None
add_100000554,0.16,2,None,None,None
read_hidden_1_1x1_1_31,0.13,None,3,None,None
multiply_100000422,0.43,2,None,None,None
add_100000555,0.43,2,None,None,None
read_hidden_1_1x1_1_32,0.41,None,3,None,None
multiply_100000423,0.49,2,None,None,None
add_100000556,0.44,2,None,None,None
read_hidden_1_1x1_1_33,0.26,None,3,None,None
multiply_100000424,0.27,2,None,None,None
add_100000557,0.46,2,None,None,None
read_hidden_1_1x1_1_34,0.27,None,3,None,None
multiply_100000425,0.36,2,None,None,None
add_100000558,0.14,2,None,None,None
read_hidden_1_1x1_1_35,0.40,None,3,None,None
multiply_100000426,0.34,2,None,None,None
add_100000559,0.35,2,None,None,None
read_hidden_1_1x1_1_36,0.30,None,3,None,None
multiply_100000427,0.23,2,None,None,None
add_100000560,0.14,2,None,None,None
read_hidden_1_1x1_1_37,0.46,None,3,None,None
multiply_100000428,0.21,2,None,None,None
add_100000561,0.32,2,None,None,None
read_hidden_1_1x1_1_38,0.13,None,3,None,None
multiply_100000429,0.20,2,None,None,None
add_100000562,0.32,2,None,None,None
read_hidden_1_1x1_1_39,0.30,None,3,None,None
multiply_100000430,0.23,2,None,None,None
add_100000563,0.33,2,None,None,None
read_hidden_1_1x1_1_40,0.46,None,3,None,None
multiply_100000431,0.12,2,None,None,None
add_100000564,0.26,2,None,None,None
read_hidden_1_1x1_1_41,0.28,None,3,None,None
multiply_100000432,0.25,2,None,None,None
add_100000565,0.24,2,None,None,None
read_hidden_1_1x1_1_42,0.29,None,3,None,None
multiply_100000433,0.25,2,None,None,None
add_100000566,0.25,2,None,None,None
read_hidden_1_1x1_1_43,0.20,None,3,None,None
multiply_100000434,0.34,2,None,None,None
add_100000567,0.35,2,None,None,None
read_hidden_1_1x1_1_44,0.14,None,3,None,None
multiply_100000435,0.33,2,None,None,None
add_100000568,0.13,2,None,None,None
read_hidden_1_1x1_1_45,0.20,None,3,None,None
multiply_100000436,0.29,2,None,None,None
add_100000569,0.31,2,None,None,None
read_hidden_1_1x1_1_46,0.28,None,3,None,None
multiply_100000437,0.15,2,None,None,None
add_100000570,0.46,2,None,None,None
read_hidden_1_1x1_1_47,0.39,None,3,None,None
multiply_100000438,0.10,2,None,None,None
add_100000571,0.48,2,None,None,None
read_hidden_1_1x1_1_48,0.45,None,3,None,None
multiply_100000439,0.44,2,None,None,None
add_100000572,0.30,2,None,None,None
read_hidden_1_1x1_1_49,0.30,None,3,None,None
multiply_100000440,0.20,2,None,None,None
add_100000573,0.39,2,None,None,None
read_hidden_1_1x1_1_50,0.29,None,3,None,None
multiply_100000441,0.33,2,None,None,None
add_100000574,0.41,2,None,None,None
read_hidden_1_1x1_1_51,0.12,None,3,None,None
multiply_100000442,0.22,2,None,None,None
add_100000575,0.10,2,None,None,None
read_hidden_1_1x1_1_52,0.48,None,3,None,None
multiply_100000443,0.45,2,None,None,None
add_100000576,0.16,2,None,None,None
read_hidden_1_1x1_1_53,0.44,None,3,None,None
multiply_100000444,0.47,2,None,None,None
add_100000577,0.26,2,None,None,None
read_hidden_1_1x1_1_54,0.42,None,3,None,None
multiply_100000445,0.10,2,None,None,None
add_100000578,0.14,2,None,None,None
read_hidden_1_1x1_1_55,0.48,None,3,None,None
multiply_100000446,0.17,2,None,None,None
add_100000579,0.17,2,None,None,None
read_hidden_1_1x1_1_56,0.29,None,3,None,None
multiply_100000447,0.17,2,None,None,None
add_100000580,0.26,2,None,None,None
read_hidden_1_1x1_1_57,0.27,None,3,None,None
multiply_100000448,0.36,2,None,None,None
add_100000581,0.38,2,None,None,None
read_hidden_1_1x1_1_58,0.43,None,3,None,None
multiply_100000449,0.40,2,None,None,None
add_100000582,0.30,2,None,None,None
read_hidden_1_1x1_1_59,0.39,None,3,None,None
multiply_100000450,0.21,2,None,None,None
add_100000583,0.16,2,None,None,None
read_hidden_1_1x1_1_60,0.14,None,3,None,None
multiply_100000451,0.48,2,None,None,None
add_100000584,0.33,2,None,None,None
read_hidden_1_1x1_1_61,0.10,None,3,None,None
multiply_100000452,0.42,2,None,None,None
add_100000585,0.29,2,None,None,None
read_hidden_1_1x1_1_62,0.38,None,3,None,None
multiply_100000453,0.43,2,None,None,None
add_100000586,0.15,2,None,None,None
read_hidden_1_1x1_1_63,0.44,None,3,None,None
multiply_100000454,0.42,2,None,None,None
add_100000587,0.23,2,None,None,None
read_hidden_1_1x1_1_64,0.50,None,3,None,None
multiply_100000455,0.21,2,None,None,None
add_100000588,0.16,2,None,None,None
read_hidden_1_1x1_1_65,0.22,None,3,None,None
multiply_100000456,0.38,2,None,None,None
add_100000589,0.44,2,None,None,None
read_hidden_1_1x1_1_66,0.41,None,3,None,None
multiply_100000457,0.11,2,None,None,None
add_100000590,0.29,2,None,None,None
read_hidden_1_1x1_1_67,0.44,None,3,None,None
multiply_100000458,0.47,2,None,None,None
add_100000591,0.16,2,None,None,None
read_hidden_1_1x1_1_68,0.20,None,3,None,None
multiply_100000459,0.19,2,None,None,None
add_100000592,0.20,2,None,None,None
read_hidden_1_1x1_1_69,0.12,None,3,None,None
multiply_100000460,0.27,2,None,None,None
add_100000593,0.27,2,None,None,None
read_hidden_1_1x1_1_70,0.20,None,3,None,None
multiply_100000461,0.29,2,None,None,None
add_100000594,0.28,2,None,None,None
read_hidden_1_1x1_1_71,0.26,None,3,None,None
multiply_100000462,0.28,2,None,None,None
add_100000595,0.50,2,None,None,None
read_hidden_1_1x1_1_72,0.25,None,3,None,None
multiply_100000463,0.22,2,None,None,None
add_100000596,0.22,2,None,None,None
read_hidden_1_1x1_1_73,0.28,None,3,None,None
multiply_100000464,0.32,2,None,None,None
add_100000597,0.45,2,None,None,None
read_hidden_1_1x1_1_74,0.12,None,3,None,None
multiply_100000465,0.33,2,None,None,None
add_100000598,0.45,2,None,None,None
read_hidden_1_1x1_1_75,0.16,None,3,None,None
multiply_100000466,0.45,2,None,None,None
add_100000599,0.17,2,None,None,None
read_hidden_1_1x1_1_76,0.23,None,3,None,None
multiply_100000467,0.15,2,None,None,None
add_100000600,0.19,2,None,None,None
read_hidden_1_1x1_1_77,0.23,None,3,None,None
multiply_100000468,0.49,2,None,None,None
add_100000601,0.43,2,None,None,None
read_hidden_1_1x1_1_78,0.43,None,3,None,None
multiply_100000469,0.30,2,None,None,None
add_100000602,0.38,2,None,None,None
read_hidden_1_1x1_1_79,0.41,None,3,None,None
multiply_100000470,0.31,2,None,None,None
add_100000603,0.48,2,None,None,None
read_hidden_1_1x1_1_80,0.20,None,3,None,None
multiply_100000471,0.49,2,None,None,None
add_100000604,0.13,2,None,None,None
read_hidden_1_1x1_1_81,0.11,None,3,None,None
multiply_100000472,0.16,2,None,None,None
add_100000605,0.18,2,None,None,None
read_hidden_1_1x1_1_82,0.24,None,3,None,None
multiply_100000473,0.28,2,None,None,None
add_100000606,0.34,2,None,None,None
read_hidden_1_1x1_1_83,0.12,None,3,None,None
multiply_100000474,0.10,2,None,None,None
add_100000607,0.21,2,None,None,None
read_hidden_1_1x1_1_84,0.23,None,3,None,None
multiply_100000475,0.49,2,None,None,None
add_100000608,0.47,2,None,None,None
read_hidden_1_1x1_1_85,0.20,None,3,None,None
multiply_100000476,0.25,2,None,None,None
add_100000609,0.47,2,None,None,None
read_hidden_1_1x1_1_86,0.36,None,3,None,None
multiply_100000477,0.38,2,None,None,None
add_100000610,0.22,2,None,None,None
read_hidden_1_1x1_1_87,0.48,None,3,None,None
multiply_100000478,0.27,2,None,None,None
add_100000611,0.27,2,None,None,None
read_hidden_1_1x1_1_88,0.47,None,3,None,None
multiply_100000479,0.48,2,None,None,None
add_100000612,0.21,2,None,None,None
read_hidden_1_1x1_1_89,0.26,None,3,None,None
multiply_100000480,0.31,2,None,None,None
add_100000613,0.45,2,None,None,None
read_hidden_1_1x1_1_90,0.46,None,3,None,None
multiply_100000481,0.29,2,None,None,None
add_100000614,0.21,2,None,None,None
read_hidden_1_1x1_1_91,0.30,None,3,None,None
multiply_100000482,0.41,2,None,None,None
add_100000615,0.38,2,None,None,None
read_hidden_1_1x1_1_92,0.16,None,3,None,None
multiply_100000483,0.14,2,None,None,None
add_100000616,0.44,2,None,None,None
read_hidden_1_1x1_1_93,0.45,None,3,None,None
multiply_100000484,0.43,2,None,None,None
add_100000617,0.13,2,None,None,None
read_hidden_1_1x1_1_94,0.37,None,3,None,None
multiply_100000485,0.14,2,None,None,None
add_100000618,0.11,2,None,None,None
read_hidden_1_1x1_1_95,0.46,None,3,None,None
multiply_100000486,0.44,2,None,None,None
add_100000619,0.12,2,None,None,None
read_hidden_1_1x1_1_96,0.42,None,3,None,None
multiply_100000487,0.43,2,None,None,None
add_100000620,0.17,2,None,None,None
read_hidden_1_1x1_1_97,0.31,None,3,None,None
multiply_100000488,0.15,2,None,None,None
add_100000621,0.38,2,None,None,None
read_hidden_1_1x1_1_98,0.42,None,3,None,None
multiply_100000489,0.40,2,None,None,None
add_100000622,0.46,2,None,None,None
read_hidden_1_1x1_1_99,0.30,None,3,None,None
multiply_100000490,0.40,2,None,None,None
add_100000623,0.43,2,None,None,None
read_hidden_1_1x1_1_100,0.11,None,3,None,None
multiply_100000491,0.33,2,None,None,None
add_100000624,0.15,2,None,None,None
read_hidden_1_1x1_1_101,0.19,None,3,None,None
multiply_100000492,0.22,2,None,None,None
add_100000625,0.13,2,None,None,None
read_hidden_1_1x1_1_102,0.22,None,3,None,None
multiply_100000493,0.47,2,None,None,None
add_100000626,0.18,2,None,None,None
read_hidden_1_1x1_1_103,0.23,None,3,None,None
multiply_100000494,0.43,2,None,None,None
add_100000627,0.20,2,None,None,None
read_hidden_1_1x1_1_104,0.48,None,3,None,None
multiply_100000495,0.11,2,None,None,None
add_100000628,0.22,2,None,None,None
read_hidden_1_1x1_1_105,0.26,None,3,None,None
multiply_100000496,0.35,2,None,None,None
add_100000629,0.43,2,None,None,None
read_hidden_1_1x1_1_106,0.22,None,3,None,None
multiply_100000497,0.11,2,None,None,None
add_100000630,0.28,2,None,None,None
read_hidden_1_1x1_1_107,0.34,None,3,None,None
multiply_100000498,0.27,2,None,None,None
add_100000631,0.17,2,None,None,None
read_hidden_1_1x1_1_108,0.31,None,3,None,None
multiply_100000499,0.14,2,None,None,None
add_100000632,0.32,2,None,None,None
read_hidden_1_1x1_1_109,0.21,None,3,None,None
multiply_100000500,0.35,2,None,None,None
add_100000633,0.46,2,None,None,None
read_hidden_1_1x1_1_110,0.28,None,3,None,None
multiply_100000501,0.45,2,None,None,None
add_100000634,0.19,2,None,None,None
read_hidden_1_1x1_1_111,0.46,None,3,None,None
multiply_100000502,0.30,2,None,None,None
add_100000635,0.27,2,None,None,None
